IDITEM;IDBRAND;IDTYPE;IDCATEGORY;ARTNR;PARTNR;DESCRIPTION;TEXT1;TEXT2;TEXT3;TEXT4;TEXT5;TEXT6;TEXT7;TEXT8;TEXT9;TEXT10;NUMBER1;NUMBER2;NUMBER3;NUMBER4;NUMBER5;NUMBER6;NUMBER7;NUMBER8;NUMBER9;NUMBER10;BOOL1;BOOL2;BOOL3;BOOL4;BOOL5;BOOL6;BOOL7;BOOL8;BOOL9;BOOL10;TIMESTAMP
50041747;20000264;item;145222400;0621 B 015;CLI-8 GP-501;Ink cartridge multi pack C,M,Y + Paper GP-501;;3x13ml;cyan magenta yellow;1505;;;;;;;3;;;;;;;;;;;F;;F;;;;;;;20.02.2026
90000754;20000728;group;2009;;;818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000755;20000728;group;2009;;;818XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000757;20001067;group;2009;;;IH 215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50078890;;text;;;;POSPRINTER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50078891;;text;;;;POSCARTRIDGE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50078892;;text;;;;POSCARTRIDGE2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50078893;;text;;;;POSPRINTER2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50078894;;text;;;;POSPRINTER3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50078895;;text;;;;POSCARTRIDGE3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50078896;;text;;;;POSRESULT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50078898;;text;;;;BLISTER_MT;;;yellow;;;;;;;;;3500;5;;;;;;;;;;;;;;;;;;20.02.2026
90000762;20001400;group;2009;;;IJ-215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000763;20000728;group;2009;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000764;20000728;group;2009;;;121XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000765;20000728;group;2009;;;304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000766;20000728;group;2009;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000767;20000728;group;2009;;;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000768;20000728;group;2009;;;651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000769;20000728;group;2009;;;303XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000770;20000728;group;2009;;;664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000771;20000728;group;2009;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000772;20000728;group;2009;;;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000773;20000728;group;2009;;;704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000774;20000728;group;2009;;;63XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000775;20000728;group;2009;;;678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000776;20000728;group;2009;;;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000777;20000728;group;2009;;;301XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000778;20000728;group;2009;;;304XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000779;20000728;group;2009;;;703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50078532;20000264;item;145131000;;;Pixma IX 4000 R;;;;;;;;;;;4000;;;;;;;;;;;;F;;;;;;;;20.02.2026
50080516;;text;;;;EDITLANG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50080517;;text;;;;EDITLIC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50080518;;text;;;;SIMILARMATCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50080519;;text;;;;EXACTMATCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50080520;;text;;;;NOEXACTMATCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50080521;;text;;;;NOEXACTMATCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50080522;;text;;;;NOSIMILARMATCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50080534;20000728;group;2007;;;LaserJet Pro;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
50078646;;text;;;;POSSCREEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50078647;;text;;;;POSIMPORTANT;;;black;;;;;;;;;;;;300;;;;;;;;;;;;;;;;20.02.2026
50078648;;text;;;;DATEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50078649;;text;145216000;;;ACCUMULATOR BELT;;;;;;;;;;;;;;;;;;;;;;F;;F;;;;;;;20.02.2026
50079418;;text;;;;INSERTED;;;black red;1;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50077172;;text;;;;INVALIDLIC;;;black;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50077173;;text;;;;EDIT;;;black;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50077174;;text;;;;ITEMGROUP;;;black;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50077175;;text;;;;GROUPREL;;;black;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50268703;;text;;;;ISLISTPUBBLISHED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50072322;20000264;item;145131000;3742 B 002;;Pixma IP 4700;;;;;;;;;;;4700;;;;;;;;;;;;T;;;;;;;;20.02.2026
50072324;20000264;item;145132000;3748 B 002;;Pixma MP 640;;;;;;;;;;;640;;;;;;;;;;;;F;;;;;;;;20.02.2026
50072325;20000264;item;145132000;3746 B 009;;Pixma MP 550;;;;;;;;;;;550;;;;;;;;;;;;T;;;;;;;;20.02.2026
50072328;20000264;item;145132000;3749 B 002;;Pixma MP 990;;;;;;;;;;;990;;;;;;;;;;;;T;;;;;;;;20.02.2026
40096009;20000264;item;145123000;2711 B 057;;PC-D 450;;;;;;;;;;;450;;;;;;;;;;;;T;;;;;;;;20.02.2026
90001009;20000264;group;2009;;;064 H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001010;20000264;group;2009;;;064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50020207;20000264;item;145211100;8489 A 002;EP-27;Toner cartridge black;;;black;1121;5248;;;;;;;2500;5;;;;;;;;;F;;F;;;;;;;20.02.2026
50017956;20000264;item;145211100;7833 A 002;CARTRIDGE T;Toner cartridge black;;;black;;5233;;ISO/IEC 19752;;;;;3500;5;;;;;;;;;F;;F;;;;;;;20.02.2026
40073102;20000264;item;145131000;;;Pixma IP 6100 D;;;;;;;;;;;6100;;;;;;;;;;;;T;;;;;;;;20.02.2026
40073105;20000264;item;145132000;;;Pixma MP 450 X;;;;;;;;;;;450;;;;;;;;;;;;F;;;;;;;;20.02.2026
40073163;20000264;item;145131000;2435 B 009;;Pixma IP 2600;;;;;;;;;;;2600;;;;;;;;;;;;T;;;;;;;;20.02.2026
40073164;20000264;item;145132000;2436 B 009;;Pixma MX 850;;;;;;;;;;;850;;;;;;;;;;;;T;;;;;;;;20.02.2026
40073165;20000264;item;145123000;2235 B 017;;i-SENSYS MF 4270;;;;;;;;;;;4270;;;;;;;;;;;;T;;;;;;;;20.02.2026
40073169;20000264;item;145142000;2234 B 040;;Fax L 140;;;;;;;;;;;140;;;;;;;;;;;;T;;;;;;;;20.02.2026
40073170;20000264;item;145142000;;;Fax L 160;;;;;;;;;;;160;;;;;;;;;;;;T;;;;;;;;20.02.2026
40073171;20000264;item;145142000;;;i-SENSYS Fax L 140;;;;;;;;;;;140;;;;;;;;;;;;T;;;;;;;;20.02.2026
40073172;20000264;item;145142000;2234 B 041;;i-SENSYS Fax L 160;;;;;;;;;;;160;;;;;;;;;;;;T;;;;;;;;20.02.2026
50020943;20000264;item;145211100;8955 A 001;FX-8;Toner cartridge black;;;black;;5233;;;;;;;3500;;;;;;;;;;F;;F;;;;;;;20.02.2026
40098921;20000264;item;145132000;2910 B 006;;Pixma MP 190;;;;;;;;;;;190;;;;;;;;;;;;T;;;;;;;;20.02.2026
40089492;20000264;item;145132000;3301 B 010;;Pixma MX 860;;;;;;;;;;;860;;;;;;;;;;;;T;;;;;;;;20.02.2026
50026470;20001109;item;145222400;343345;;Ink cartridge multi pack Bk,C,M,Y;;;black cyan magenta yellow;;;;;;;;4;;;;;;;;;;;T;;F;;;;;;;20.02.2026
50023767;20001109;item;145211100;623829;1119;Toner cartridge black;;;black;1119;5233;;;;;;1;5650;;230;;;;;;;;T;;F;;;;;;;20.02.2026
40064793;20001400;item;145142000;;;Fax 900;;;;;;;;;;;900;;;;;;;;;;;;T;;;;;;;;20.02.2026
40063833;20000264;item;145131000;9992 A 006;;Pixma IP 4200;;;;;;;;;;;4200;;;;;;;;;;;;F;;;;;;;;20.02.2026
40062736;20000264;item;145131000;9719 A 017;;Pixma IP 4000 R;;;;;;;;;;;4000;;;;;;;;;;;;F;;;;;;;;20.02.2026
40063834;20000264;item;145131000;9989 A 006;;Pixma IP 1600;;;;;;;;;;;1600;;;;;;;;;;;;T;;;;;;;;20.02.2026
40063836;20000264;item;145142000;0574 B 006;;Fax L 100;;;;;;;;;;;100;;;;;;;;;;;;T;;;;;;;;20.02.2026
40063837;20000264;item;145142000;0574 B 007;;Fax L 120;;;;;;;;;;;120;;;;;;;;;;;;T;;;;;;;;20.02.2026
40064027;20000264;item;145131000;9990 A 006;;Pixma IP 2200;;;;;;;;;;;2200;;;;;;;;;;;;T;;;;;;;;20.02.2026
40064032;20000264;item;145131000;9993 A 006;;Pixma IP 5200;;;;;;;;;;;5200;;;;;;;;;;;;F;;;;;;;;20.02.2026
40064033;20000264;item;145131000;0195 B 006;;Pixma IP 5200 R;;;;;;;;;;;5200;;;;;;;;;;;;F;;;;;;;;20.02.2026
40064034;20000264;item;145131000;;;Pixma IP 6210 D;;;;;;;;;;;6210;;;;;;;;;;;;F;;;;;;;;20.02.2026
40064035;20000264;item;145131000;;;Pixma IP 6220 D;;;;;;;;;;;6220;;;;;;;;;;;;F;;;;;;;;20.02.2026
40064036;20000264;item;145131000;;;Pixma IP 6600;;;;;;;;;;;6600;;;;;;;;;;;;F;;;;;;;;20.02.2026
40064037;20000264;item;145132000;0575 B 005;;Pixma MP 150;;;;;;;;;;;150;;;;;;;;;;;;T;;;;;;;;20.02.2026
40064038;20000264;item;145132000;0576 B 005;;Pixma MP 170;;;;;;;;;;;170;;;;;;;;;;;;T;;;;;;;;20.02.2026
40064039;20000264;item;145132000;0577 B 005;;Pixma MP 450;;;;;;;;;;;450;;;;;;;;;;;;F;;;;;;;;20.02.2026
40064040;20000264;item;145132000;0579 B 005;;Pixma MP 500;;;;;;;;;;;500;;;;;;;;;;;;T;;;;;;;;20.02.2026
40064041;20000264;item;145132000;0581 B 005;;Pixma MP 800;;;;;;;;;;;800;;;;;;;;;;;;F;;;;;;;;20.02.2026
90000797;20000728;group;2009;;;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50051035;20000849;item;145222110;1503,0001;C65;Ink cartridge black;;;black;1503;4259;;ISO/IEC 24711;;;;;420;;;13;;;;;;;T;;F;;;;;;;20.02.2026
40064949;20000264;item;145142000;0815 B 005;;Fax L 380 S;;;;;;;;;;;380;;;;;;;;;;;;F;;;;;;;;20.02.2026
40064950;20000264;item;145142000;0815 B 016;;Fax L 390;;;;;;;;;;;390;;;;;;;;;;;;T;;;;;;;;20.02.2026
90000975;20000728;group;2009;;;653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001002;20000264;group;2009;;;C-EXV 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50279831;;text;145222250;;;HALTERUNG;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;20.02.2026
90001196;20001289;group;2009;;;MXC-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50255222;;text;;;;SPULENKERN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50210460;;text;145510000;;;ROLLER-KIT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
40064402;20000264;item;145142000;;;Faxphone L 120;;;;;;;;;;;120;;;;;;;;;;;;T;;;;;;;;20.02.2026
40063526;20000264;item;145123000;9867 A 015;;Laserbase MF 5770;;;;;;;;;;;5770;;;;;;;;;;;;F;;;;;;;;20.02.2026
50128134;20000264;item;145123000;;;Laserbase MF 5700 Series;;;;;;;;;;;5700;;;;;;;;;;;;T;;;;;;;;20.02.2026
40064207;20000264;item;145123000;;;Laserbase MF 5750;;;;;;;;;;;5750;;;;;;;;;;;;F;;;;;;;;20.02.2026
40064208;20000264;item;145123000;9867 A 014;;Laserbase MF 5730;;;;;;;;;;;5730;;;;;;;;;;;;F;;;;;;;;20.02.2026
40065304;20000264;item;145132000;;;Pixma MP 530;;;;;;;;;;;530;;;;;;;;;;;;T;;;;;;;;20.02.2026
40065305;20000264;item;145132000;0582 B 005;;Pixma MP 800 R;;;;;;;;;;;800;;;;;;;;;;;;F;;;;;;;;20.02.2026
40065306;20000264;item;145132000;0583 B 014;;Pixma MP 830;;;;;;;;;;;830;;;;;;;;;;;;T;;;;;;;;20.02.2026
40065307;20000264;item;145131000;9995 A 016;;Pixma Pro 9000;;;;;;;;;;;9000;;;;;;;;;;;;F;;;;;;;;20.02.2026
40065309;20000264;item;145131000;1464 B 016;;Pixma IX 4000;;;;;;;;;;;4000;;;;;;;;;;;;F;;;;;;;;20.02.2026
40065310;20000264;item;145131000;0532 B 016;;Pixma IX 5000;;;;;;;;;;;5000;;;;;;;;;;;;T;;;;;;;;20.02.2026
50129928;20000886;group;2007;;;MS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
40064096;20000264;item;145131000;0010 B 006;;Pixma IP 6600 D;;;;;;;;;;;6600;;;;;;;;;;;;F;;;;;;;;20.02.2026
40063183;20000264;item;145132000;9792 A 003;;Pixma MP 760;;;;;;;;;;;760;;;;;;;;;;;;T;;;;;;;;20.02.2026
50129190;20000264;item;145131000;;;Pixma IP 4000 Series;;;;;;;;;;;4000;;;;;;;;;;;;T;;;;;;;;20.02.2026
40063017;20001400;item;145142000;;;T-Fax 8500;;;;;;;;;;;8500;;;;;;;;;;;;T;;;;;;;;20.02.2026
50131162;;text;145194000;;;*ZZSC;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;20.02.2026
40066996;20000264;item;145123000;;;Laserbase MF 3220;;;;;;;;;;;3220;;;;;;;;;;;;F;;;;;;;;20.02.2026
40066997;20000264;item;145123000;0989 B 008;;Laserbase MF 3240;;;;;;;;;;;3240;;;;;;;;;;;;F;;;;;;;;20.02.2026
50107211;;text;;;;SINGLE SLIP;;;;;;;ISO/IEC 19798;;;;3;1000;;;;;;;;;;;;;;;;;;;20.02.2026
50106503;20000264;item;145132000;;;Pixma MP 520 Series;;;;;;;;;;;520;;;;;;;;;;;;T;;;;;;;;20.02.2026
90000843;20000264;group;2009;;;301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000844;20000264;group;2009;;;702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001205;20000728;group;2009;;;219A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001206;20000728;group;2009;;;219X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000845;20000264;group;2009;;;BCI-3 E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000846;20000264;group;2009;;;PFI-710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000847;20000264;group;2009;;;C-EXV 26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000848;20000264;group;2009;;;C-EXV 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000849;20000264;group;2009;;;BCI-1401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000850;20000264;group;2009;;;BCI-1421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000851;20000264;group;2009;;;GI-490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000852;20000264;group;2009;;;731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000853;20000264;group;2009;;;PGI-2500 XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000854;20000264;group;2009;;;EP-86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000855;20000264;group;2009;;;BCI-1101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50103045;;text;;;;/4MIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50107295;20000264;item;145131000;;;S 820 Series;;;;;;;;;;;820;;;;;;;;;;;;T;;;;;;;;20.02.2026
90000977;20001164;group;2009;;;TN-627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50121920;;text;;;;/TYPESEARCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50084911;20000264;item;145222400;0621 B 029;CLI-8;Ink cartridge multi pack C,M,Y;;3x13ml;cyan magenta yellow;1505;;;ISO/IEC 24711;;;;3;;;;;;;;;;;F;;F;;;;;;;20.02.2026
50121874;20000886;group;2007;;;ES;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
50199321;;text;145265100;;;STEMPEL;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;20.02.2026
50142102;20000264;item;145131000;;;I 560 Series;;;;;;;;;;;560;;;;;;;;;;;;T;;;;;;;;20.02.2026
50337566;;text;145261000;;;P-TOUCH;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;20.02.2026
50364336;;text;145330000;;;P-TOUCH ETIKETTEN;;;;;;;;;;;;;;;;;;;;;;F;F;F;F;F;;;;;20.02.2026
90000861;20000264;group;2009;;;701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000863;20000264;group;2009;;;C-EXV 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000864;20000264;group;2009;;;C-EXV 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000865;20000264;group;2009;;;CLI-226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000866;20000264;group;2009;;;729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000904;20000264;group;2009;;;045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000905;20000264;group;2009;;;046H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000906;20000264;group;2009;;;C-EXV 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000907;20000264;group;2009;;;PGI-2500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000908;20000264;group;2009;;;PFI-120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000909;20000264;group;2009;;;BCI-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000910;20000264;group;2009;;;BCI-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000911;20000264;group;2009;;;BCI-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000912;20000264;group;2009;;;BCI-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000913;20000264;group;2009;;;BCI-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000871;20000264;group;2009;;;C-EXV 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000872;20000264;group;2009;;;BCI-1002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000873;20000264;group;2009;;;BCI-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000874;20000264;group;2009;;;PFI-703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000875;20000264;group;2009;;;711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000876;20000264;group;2009;;;BCI-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000877;20000264;group;2009;;;EP-82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000878;20000264;group;2009;;;C-EXV 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000879;20000264;group;2009;;;PGI-1500 XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50148021;;text;;;;DOUBLE SLIP;;;;;;;ISO/IEC 19798;;;;3;1000;;;;;;;;;;;;;;;;;;;20.02.2026
50144701;20001400;item;145142000;;;T-Fax 8400 Series;;;;;;;;;;;8400;;;;;;;;;;;;T;;;;;;;;20.02.2026
50145483;20000264;item;145142000;;;Fax L 380 Series;;;;;;;;;;;380;;;;;;;;;;;;T;;;;;;;;20.02.2026
50146800;;text;145164000;;;*ZLPP;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;20.02.2026
90000867;20000264;group;2009;;;PFI-107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000868;20000264;group;2009;;;CLI-581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000869;20000264;group;2009;;;046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50142697;20000886;group;2007;;;Interpret;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
50143254;;text;;;;DATAOLDUPDATE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50097327;;text;;;;BUILD_CROSSSELLING;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
50091464;;text;145193000;;;*ZZLG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50091479;;text;145267000;;;LAMINIERFOLIE;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;20.02.2026
90000962;20001484;group;2009;;;CK-5515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000963;20001484;group;2009;;;CK-8516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000809;20000264;group;2009;;;CLI-426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50382922;;text;;;;/RESETPWSUCCESSFUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50130884;20000264;item;145123000;;;i-SENSYS MF 4690;;;;;;;;;;;4690;;;;;;;;;;;;F;;;;;;;;20.02.2026
50136504;20000264;item;145123000;;;Laserbase MF 3200 Series;;;;;;;;;;;3200;;;;;;;;;;;;T;;;;;;;;20.02.2026
50139435;20000264;item;145142000;;;Faxphone L 100;;;;;;;;;;;100;;;;;;;;;;;;T;;;;;;;;20.02.2026
50139061;;text;;;;AUTOMATICSERIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000828;20000264;group;2009;;;PGI-1400 XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50115785;20000264;item;145142000;;;Faxphone L 160;;;;;;;;;;;160;;;;;;;;;;;;T;;;;;;;;20.02.2026
90000961;20000593;group;2009;;;GS3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000829;20000264;group;2009;;;PFI-307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000830;20000264;group;2009;;;C-EXV 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50117249;20000264;item;145131000;;;Pixma IP 4600 Series;;;;;;;;;;;4600;;;;;;;;;;;;T;;;;;;;;20.02.2026
90000831;20000264;group;2009;;;PFI-320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000832;20000264;group;2009;;;PFI-303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000833;20000264;group;2009;;;707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000834;20000264;group;2009;;;PFI-105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000835;20000264;group;2009;;;EP-87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000836;20000264;group;2009;;;PFI-101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000837;20000264;group;2009;;;BJI-643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000838;20000264;group;2009;;;CLI-451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000839;20000264;group;2009;;;732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000840;20000264;group;2009;;;045H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000841;20000264;group;2009;;;C-EXV 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000842;20000264;group;2009;;;718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50126925;20000851;group;2007;;;PPM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
90000824;20000264;group;2009;;;T01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000825;20000264;group;2009;;;PFI-106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50115509;20000886;group;2007;;;CS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
90000826;20000264;group;2009;;;PFI-207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000804;20000264;group;2009;;;BJI-P 600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000805;20000264;group;2009;;;PFI-304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000806;20000264;group;2009;;;PFI-704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000807;20000264;group;2009;;;716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000808;20000264;group;2009;;;C-EXV 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000827;20000264;group;2009;;;C-EXV 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50118557;20001214;group;2007;;;Priport DX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
90000934;20000728;group;2009;;;638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50116078;20001240;group;2007;;;Myjet Plus MJC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
